sum_indirect,8388608,0.033533937
sum_indirect,16777216,0.129933974
sum_indirect,33554432,0.543896832
sum_indirect,67108864,0.505791273
sum_indirect,134217728,1.691694507
sum_indirect,268435456,3.633733532
sum_indirect,8388608,0.033526534
sum_indirect,16777216,0.118960280
sum_indirect,33554432,0.561155189
sum_indirect,67108864,0.498130772
sum_indirect,134217728,1.664103611
sum_indirect,268435456,3.746281772
sum_indirect,8388608,0.034433281
sum_indirect,16777216,0.124031531
sum_indirect,33554432,0.564418565
sum_indirect,67108864,0.502346114
sum_indirect,134217728,1.571948835
sum_indirect,268435456,3.819085105
sum_indirect,8388608,0.034121706
sum_indirect,16777216,0.121950337
sum_indirect,33554432,0.560528814
sum_indirect,67108864,0.497923110
sum_indirect,134217728,1.741019858
sum_indirect,268435456,3.671464175
sum_indirect,8388608,0.033617429
sum_indirect,16777216,0.119496029
sum_indirect,33554432,0.562776491
sum_indirect,67108864,0.502098103
sum_indirect,134217728,1.727422308
sum_indirect,268435456,3.799496893
