Problem Size,Direct,Vector,Indirect
8388608,0.0,1.1112795333863126,0.2420333348092088
16777216,0.0,1.1381315153757092,0.13333937722707745
33554432,0.0,1.13971910723849,0.05866564536309225
67108864,0.0,1.139452844675253,0.13074308324521752
134217728,0.0,1.135704986045382,0.078054459077984
268435456,0.0,1.1392789964151537,0.07020437514973908
