sum_direct,8388608,0.007174658
sum_direct,16777216,0.014347724
sum_direct,33554432,0.028693273
sum_direct,67108864,0.057363732
sum_direct,134217728,0.114855563
sum_direct,268435456,0.229439350
sum_direct,8388608,0.007211681
sum_direct,16777216,0.014347985
sum_direct,33554432,0.028697853
sum_direct,67108864,0.057344755
sum_direct,134217728,0.114689502
sum_direct,268435456,0.229401457
sum_direct,8388608,0.007171562
sum_direct,16777216,0.014327153
sum_direct,33554432,0.028666612
sum_direct,67108864,0.057417226
sum_direct,134217728,0.114701806
sum_direct,268435456,0.229894021
sum_direct,8388608,0.007171051
sum_direct,16777216,0.014330050
sum_direct,33554432,0.028681109
sum_direct,67108864,0.057315058
sum_direct,134217728,0.115069728
sum_direct,268435456,0.229424892
sum_direct,8388608,0.007173676
sum_direct,16777216,0.014342463
sum_direct,33554432,0.028663727
sum_direct,67108864,0.057319116
sum_direct,134217728,0.115065200
sum_direct,268435456,0.229789659
